ID	h.theta.crow	h.phi.crow	r.achieved.crow	bril.crow	h.theta.back	h.phi.back	r.achieved.back	bril.back	h.theta.rump	h.phi.rump	r.achieved.rump	bril.rump	h.theta.tail	h.phi.tail	r.achieved.tail	bril.tail	h.theta.bell	h.phi.bell	r.achieved.bell	bril.bell	h.theta.brea	h.phi.brea	r.achieved.brea	bril.brea	h.theta.thro	h.phi.thro	r.achieved.thro	bril.thro	h.theta.wing	h.phi.wing	r.achieved.wing	bril.wing	h.theta.cheek	h.phi.cheek	r.achieved.cheek	bril.cheek
B72759.Pasco.LaQuinua	-0.0220354363683932	-0.869474352262765	0.879756694072117	0.134414506260366	0.190697908714604	-1.18539777692899	0.791617628414137	0.0696251676647033	0.238664066063325	-1.1222507294793	0.820286905711214	0.0874836963920849	-0.107305507124529	-0.811584023521298	0.862325320576118	0.103192391800229	0.282753787515208	-1.19325833488415	0.798164462625596	0.15348869651229	0.313493472317627	-1.24048684733287	0.790852173359423	0.310385482294228	0.486013428460937	-1.34872218891068	0.758376759234916	0.332372184320049	-0.111706240972547	-0.804817879524444	0.860913639456941	0.0994510653957284	0.290435481444559	-1.26547904980067	0.763377279785797	0.200507258827761
B72760.Pasco.LaQuinua	-0.0452617057548933	-0.846068109873633	0.882842891633596	0.109773207919874	0.179346120621299	-1.17261496990337	0.815861398736343	0.0647193853084767	0.252190655726462	-1.16375497574355	0.793055091389418	0.0925196789051451	-0.104467630527965	-0.845256467587193	0.848668298212422	0.0790852539632792	0.289250237672042	-1.19422660137301	0.812060311262512	0.1590571355851	0.282474067735255	-1.22327189751753	0.805663375408075	0.244409870749294	0.458832048351124	-1.33571866660872	0.759622339968037	0.503970443843953	-0.0829254494806692	-0.820983137606123	0.873455068589971	0.0872568853201448	0.303544525740734	-1.24980082480904	0.775863817478098	0.156396744035605
B72761.Huanuco.Acomayo	-0.128973250046855	-0.7464760740616	0.892803870755702	0.109599991049566	0.178192371984576	-1.12738606849128	0.817756522684892	0.0607912002504419	0.231185361712048	-1.08965981615111	0.81690295468296	0.0762871877218821	-0.119865296676143	-0.861732166347632	0.823926483544464	0.0945652703200454	0.433393445222001	-1.29500085863657	0.760488723348124	0.112964671180809	0.3149583374598	-1.20045951936366	0.821956300464367	0.356980903727006	0.459063735190018	-1.33311064101526	0.769062836754437	0.449456333860356	-0.141332921162699	-0.784856573598325	0.862803036010178	0.0925091976433986	0.261139822092341	-1.20515712479971	0.785871288354839	0.192110319599922
B72762.Huanuco.Acomayo	-0.116253182747975	-0.766174737348235	0.88365500785284	0.129770965944579	0.216852694344288	-1.19189915812431	0.783873480702078	0.0775945069217727	0.238384168763935	-1.15169357858393	0.797483587774306	0.0941443424609303	-0.101504961400135	-0.916080832909407	0.809233807638382	0.123781777556049	0.296243216251812	-1.17391898307067	0.799184326039751	0.12823492287427	0.267190304633257	-1.20958470966516	0.792207958173632	0.234622687347799	0.454262522859477	-1.33849428525706	0.767927489322365	0.475190715785308	-0.0720178972204018	-0.920088169115975	0.832381372121367	0.0674859416674685	0.101730791186259	-1.0636714889392	0.799203038152359	0.151264032629591
B72763.Huanuco.Acomayo	-0.0332817454983825	-0.821856379944833	0.888488031548478	0.154125642634635	0.264872396318758	-1.18321785795561	0.798160806015677	0.090771911455067	0.259433617585857	-1.17378490548665	0.81686375357273	0.0934332114421392	-0.116499378567064	-0.810645435795982	0.859575831115223	0.116493333431433	0.33114238948255	-1.2761597995341	0.775004421497522	0.143009360634165	0.358136510165409	-1.26308309389844	0.807635058141703	0.261359146754728	0.43407226043172	-1.33874073213068	0.765424704316147	0.426401427747155	-0.143365764313204	-0.80871492496477	0.855230387933663	0.108942438670899	0.218265311553941	-1.19109660940595	0.787238381497513	0.180610466722302
B72764.Huanuco.Acomayo	-0.0805978569162219	-0.822250545471761	0.874863435978663	0.143059910584867	0.213266580570537	-1.16807757445475	0.789237783489169	0.0700792209659233	0.222467191749504	-1.13470727461443	0.794977711435736	0.0907907830410996	-0.112849333566756	-0.84894866584608	0.832377419970678	0.127724148345008	0.249963781642356	-1.13562882784828	0.829592785811837	0.113972031422988	0.288402008949438	-1.21673033141216	0.803930369423841	0.29955778336617	0.415220011171205	-1.31886173939677	0.766029196999854	0.505911544972925	-0.131214529888878	-0.799198396469807	0.860162380734087	0.086768294924482	0.220310018155293	-1.20947413715841	0.781402086524217	0.108846233944692
B72766.Huanuco.Mitotambo	-0.0854220329421568	-0.780966674161501	0.90636940414348	0.109202226432765	0.197912592471331	-1.17696092103687	0.803584779761398	0.0649540633232037	0.279020249679158	-1.24725589603038	0.757768469518775	0.0984514559197804	-0.1079344214217	-0.872533651313904	0.823207690838067	0.109348649673049	0.301210583098716	-1.16571236475032	0.8318294102876	0.0879832171529104	0.242195628788257	-1.1607025459088	0.830429265930439	0.166736471636714	0.430280211666491	-1.32679950901842	0.772587311857862	0.47079075857792	-0.106278405077463	-0.810353415722502	0.870851521764708	0.0804507443939222	0.243119422799249	-1.19906814568689	0.789966291885464	0.174525362751917
B72768.Huanuco.Mitotambo	-0.0610164750455637	-0.7943566268362	0.91325413969788	0.0994009930353055	0.223341271844484	-1.15115396062984	0.842159466469032	0.0532841331343425	0.304132968317596	-1.23393193432962	0.771604376768694	0.0933042850379478	-0.11760710029032	-0.816754913625296	0.854372338890823	0.0851234582160281	0.305617242532893	-1.21744609121507	0.796352305591577	0.155508154345211	0.312016521471491	-1.23409415865667	0.805117649864017	0.297718684518449	0.395706757087524	-1.2940910515654	0.788735302499686	0.323445124654222	-0.143028569954606	-0.794654400021404	0.861140649807134	0.0869938347123972	0.249632205478401	-1.18010981127851	0.793896111095807	0.118005670443222
B72772.Huanuco.Mitotambo	-0.106418307829271	-0.754476105979008	0.907988390116159	0.101904417227306	0.222325751953415	-1.13032072541483	0.844695810651309	0.0622008888785159	0.222385531306313	-1.0619476784601	0.836913154230572	0.067691246279887	-0.113774659248596	-0.849709732822098	0.835568098142396	0.101596813044674	0.27447298388385	-1.1613899620586	0.806248213039271	0.136215094306392	0.314951525823883	-1.25007033668978	0.779602022687893	0.235312256567422	0.470774205548831	-1.33750597776735	0.767063454127448	0.47705588136884	-0.1150926145232	-0.839245443743659	0.847387556127056	0.0970709750704987	0.254168063716773	-1.19806813914103	0.793669092606819	0.15768795911131
B72773.Huanuco.Mitotambo	-0.139720618290244	-0.719120718968485	0.918630678918764	0.0961584286195173	0.194122793324815	-1.15154034331476	0.804476288591671	0.0839330342567563	0.215296413425535	-1.12100521897678	0.805737715163875	0.0977150606877013	-0.121847181311003	-0.85332319862128	0.82173041020381	0.147152521392426	0.2524590949493	-1.1353634831112	0.8375952505839	0.122388544676875	0.324881868665521	-1.25573901519335	0.780312978222643	0.196518239191296	0.35134153445713	-1.27016933950763	0.80158506845255	0.251718644800802	-0.154418969492312	-0.764628449582804	0.875987902088572	0.0944868265938555	0.148313387904607	-1.12451436691525	0.798922274635978	0.122843200795698
